transaction_id,customer_id,timestamp,amount,payment_method,status,failure_reason,historical_transaction_count,historical_success_count,historical_failure_count,historical_success_rate,hours_since_previous_transaction,previous_transaction_success,previous_failure_reason,transactions_last_7d,successful_payments_last_7d,failed_payments_last_7d,avg_amount_last_7d,failure_rate_last_7d,amount_vs_recent_average,payment_momentum,failure_streak,hours_since_last_success,hours_since_last_failure,method_share,recoverability_score,model_confidence,base_recovery_probability,recommended_action,action_recovery_probability,expected_recovery,intervention_cost,expected_net_recovery,decision_reason,priority,opportunity_rank
T0030581,C00666,2026-01-01 16:58:17,538.46,WALLET,FAILED,INSUFFICIENT_FUNDS,1,1.0,0.0,1.0,5.055,1,NONE,1.0,1.0,0.0,590.91,0.0,0.9112385980944646,1.0,1,5.055,-1.0,1.0,80.48,12.21,0.7338,DELAYED_RETRY,0.557,299.9,1.0,298.9,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2581
T0019671,C00433,2026-01-01 17:00:05,2061.68,UPI,FAILED,INSUFFICIENT_FUNDS,1,1.0,0.0,1.0,16.08416666666667,1,NONE,1.0,1.0,0.0,1820.69,0.0,1.1323619067496389,1.0,1,16.08416666666667,-1.0,1.0,80.48,12.21,0.7338,DELAYED_RETRY,0.557,1148.26,1.0,1147.26,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1133
T0031202,C00678,2026-01-01 17:20:19,1784.57,UPI,FAILED,BANK_DECLINE,0,63.0,4.0,0.9402985074626866,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,68.21,10.0,0.6327,RETRY_NOW,0.4555,812.95,1.5,811.45,strong historical payment reliability; low recent failure rate,MEDIUM,1580
T0035459,C00772,2026-01-01 17:34:26,1129.82,NETBANKING,FAILED,BANK_DECLINE,3,3.0,0.0,1.0,5.251388888888889,1,NONE,3.0,3.0,0.0,1791.246666666667,0.0,0.6307450676809819,1.0,1,5.251388888888889,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,603.27,1.5,601.77,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1972
T0041192,C00898,2026-01-01 17:35:29,1472.94,UPI,FAILED,PAYMENT_TIMEOUT,1,1.0,0.0,1.0,14.061388888888889,1,NONE,1.0,1.0,0.0,407.47,0.0,3.6148428105136574,1.0,1,14.061388888888889,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,871.59,1.5,870.09,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1496
T0035281,C00768,2026-01-01 17:37:28,555.21,UPI,FAILED,INSUFFICIENT_FUNDS,2,2.0,0.0,1.0,6.954444444444444,1,NONE,2.0,2.0,0.0,1456.4250000000002,0.0,0.3812142746794376,1.0,1,6.954444444444444,-1.0,1.0,80.96,14.43,0.7377,DELAYED_RETRY,0.5599,310.87,1.0,309.87,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2557
T0013279,C00291,2026-01-01 17:45:35,400.63,NETBANKING,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,16.93638888888889,1,NONE,1.0,1.0,0.0,2417.67,0.0,0.1657091331736754,1.0,1,16.93638888888889,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,237.07,1.5,235.57,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2704
T0012618,C00277,2026-01-01 18:03:24,2907.48,CARD,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,16.483888888888888,1,NONE,1.0,1.0,0.0,666.82,0.0,4.360217150055487,1.0,1,16.483888888888888,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,1536.13,1.5,1534.63,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,794
T0000901,C00020,2026-01-01 18:17:51,1160.94,UPI,FAILED,BANK_DECLINE,2,2.0,0.0,1.0,5.246388888888889,1,NONE,2.0,2.0,0.0,2220.225,0.0,0.5228929500388475,1.0,1,5.246388888888889,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5311,616.63,1.5,615.13,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1946
T0036547,C00795,2026-01-01 18:45:04,2077.49,WALLET,FAILED,INSUFFICIENT_FUNDS,2,2.0,0.0,1.0,6.708611111111111,1,NONE,2.0,2.0,0.0,679.0500000000001,0.0,3.059406523820042,1.0,1,6.708611111111111,-1.0,1.0,80.96,14.43,0.7377,DELAYED_RETRY,0.5599,1163.22,1.0,1162.22,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1116
T0022029,C00485,2026-01-01 18:53:48,982.64,UPI,FAILED,BANK_DECLINE,0,46.0,1.0,0.9787234042553192,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,69.36,10.0,0.6438,RETRY_NOW,0.4635,455.49,1.5,453.99,strong historical payment reliability; low recent failure rate,MEDIUM,2242
T0025821,C00569,2026-01-01 18:56:46,4239.61,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,14.372222222222222,1,NONE,1.0,1.0,0.0,5202.91,0.0,0.8148536107678203,1.0,1,14.372222222222222,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,2239.94,1.5,2238.44,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,415
T0021088,C00464,2026-01-01 19:10:55,781.24,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,9.898055555555556,1,NONE,1.0,1.0,0.0,5482.36,0.0,0.1425006748918349,1.0,1,9.898055555555556,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,412.76,1.5,411.26,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2325
T0002531,C00058,2026-01-01 19:37:40,1617.0,UPI,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,18.260277777777777,1,NONE,1.0,1.0,0.0,597.88,0.0,2.7045560982136885,1.0,1,18.260277777777777,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,956.84,1.5,955.34,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1371
T0023523,C00517,2026-01-01 19:39:21,522.55,CARD,FAILED,INSUFFICIENT_FUNDS,2,2.0,0.0,1.0,8.676666666666666,1,NONE,2.0,2.0,0.0,2635.99,0.0,0.1982367156172823,1.0,1,8.676666666666666,-1.0,1.0,80.96,14.43,0.7377,DELAYED_RETRY,0.5599,292.58,1.0,291.58,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2602
T0008940,C00193,2026-01-01 19:55:34,918.85,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,13.7025,1,NONE,1.0,1.0,0.0,772.2,0.0,1.1899119399119398,1.0,1,13.7025,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,485.46,1.5,483.96,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2175
T0003888,C00086,2026-01-01 20:09:45,1303.37,UPI,FAILED,PAYMENT_TIMEOUT,0,67.0,3.0,0.9571428571428572,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,68.71,10.0,0.6375,RETRY_NOW,0.5141,670.04,1.5,668.54,strong historical payment reliability; low recent failure rate,MEDIUM,1840
T0010183,C00221,2026-01-01 20:26:09,889.34,UPI,FAILED,NETWORK_ERROR,2,1.0,1.0,0.5,16.04083333333333,1,NONE,2.0,1.0,1.0,1295.06,0.5,0.6867172177350856,1.0,1,16.04083333333333,16.15972222222222,1.0,55.96,24.43,0.5127,RETRY_NOW,0.4134,367.69,1.5,366.19,weak historical payment reliability; elevated recent failure rate; previous payment succeeded,MEDIUM,2446
T0012452,C00273,2026-01-01 20:35:44,937.47,UPI,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,15.810555555555556,1,NONE,1.0,1.0,0.0,1448.77,0.0,0.6470799367739531,1.0,1,15.810555555555556,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,554.74,1.5,553.24,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2059
T0017874,C00392,2026-01-01 20:46:12,1308.97,UPI,FAILED,INSUFFICIENT_FUNDS,1,1.0,0.0,1.0,20.480555555555554,1,NONE,1.0,1.0,0.0,3042.87,0.0,0.4301761166267372,1.0,1,20.480555555555554,-1.0,1.0,80.48,12.21,0.7338,DELAYED_RETRY,0.557,729.04,1.0,728.04,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1727
T0005558,C00122,2026-01-01 20:48:26,3627.08,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,1.0,0.0,1.0,12.606944444444444,1,NONE,1.0,1.0,0.0,1146.33,0.0,3.1640801514398125,1.0,1,12.606944444444444,-1.0,1.0,80.48,12.21,0.7338,DELAYED_RETRY,0.557,2020.12,1.0,2019.12,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,496
T0036346,C00791,2026-01-01 21:12:10,2934.57,WALLET,FAILED,NETWORK_ERROR,0,41.0,2.0,0.9534883720930232,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,68.6,10.0,0.6365,RETRY_NOW,0.5133,1506.24,1.5,1504.74,strong historical payment reliability; low recent failure rate,HIGH,815
T0037903,C00825,2026-01-01 21:22:09,1151.12,CARD,FAILED,INSUFFICIENT_FUNDS,2,2.0,0.0,1.0,4.948333333333333,1,NONE,2.0,2.0,0.0,1115.505,0.0,1.03192724371473,1.0,1,4.948333333333333,-1.0,1.0,80.96,14.43,0.7377,DELAYED_RETRY,0.5599,644.53,1.0,643.53,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1885
T0037107,C00805,2026-01-01 21:30:00,512.23,UPI,FAILED,PAYMENT_TIMEOUT,0,49.0,1.0,0.98,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,69.4,10.0,0.6442,RETRY_NOW,0.5195,266.09,1.5,264.59,strong historical payment reliability; low recent failure rate,MEDIUM,2648
T0003666,C00082,2026-01-01 21:43:29,975.49,UPI,FAILED,BANK_DECLINE,2,2.0,0.0,1.0,12.956666666666669,1,NONE,2.0,2.0,0.0,764.015,0.0,1.2767943037767584,1.0,1,12.956666666666669,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5311,518.13,1.5,516.63,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2118
T0019632,C00432,2026-01-01 22:01:59,3487.77,CARD,FAILED,INSUFFICIENT_FUNDS,0,33.0,2.0,0.9428571428571428,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,68.29,10.0,0.6335,DELAYED_RETRY,0.4808,1677.01,1.0,1676.01,strong historical payment reliability; low recent failure rate,HIGH,691
T0008173,C00177,2026-01-01 22:02:35,643.32,UPI,FAILED,PAYMENT_TIMEOUT,1,1.0,0.0,1.0,4.906666666666666,1,NONE,1.0,1.0,0.0,1583.31,0.0,0.4063133561968282,1.0,1,4.906666666666666,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,380.68,1.5,379.18,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2409
T0030460,C00663,2026-01-01 22:10:30,601.56,UPI,FAILED,NETWORK_ERROR,2,2.0,0.0,1.0,12.707777777777778,1,NONE,2.0,2.0,0.0,2222.935,0.0,0.270615200174544,1.0,1,12.707777777777778,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5949,357.86,1.5,356.36,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2467
T0042522,C00929,2026-01-01 22:12:04,2107.63,UPI,FAILED,NETWORK_ERROR,2,2.0,0.0,1.0,13.598333333333333,1,NONE,2.0,2.0,0.0,759.69,0.0,2.7743290026194893,1.0,1,13.598333333333333,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5949,1253.79,1.5,1252.29,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1029
T0002915,C00068,2026-01-01 22:18:50,1739.2,CARD,FAILED,INSUFFICIENT_FUNDS,2,2.0,0.0,1.0,6.7619444444444445,1,NONE,2.0,2.0,0.0,1668.67,0.0,1.042267194831812,1.0,1,6.7619444444444445,-1.0,1.0,80.96,14.43,0.7377,DELAYED_RETRY,0.5599,973.8,1.0,972.8,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1347
T0038759,C00843,2026-01-01 22:36:43,617.1,CARD,FAILED,INSUFFICIENT_FUNDS,1,1.0,0.0,1.0,21.485277777777775,1,NONE,1.0,1.0,0.0,2656.03,0.0,0.232339243156139,1.0,1,21.485277777777775,-1.0,1.0,80.48,12.21,0.7338,DELAYED_RETRY,0.557,343.7,1.0,342.7,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2499
T0030015,C00653,2026-01-01 22:46:25,5629.96,CARD,FAILED,BANK_DECLINE,3,3.0,0.0,1.0,1.6236111111111111,1,NONE,3.0,3.0,0.0,2785.943333333334,0.0,2.0208451236744462,1.0,1,1.6236111111111111,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,3006.13,1.5,3004.63,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,227
T0020657,C00454,2026-01-01 22:52:14,3008.79,UPI,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,19.3525,1,NONE,1.0,1.0,0.0,751.52,0.0,4.003606025122418,1.0,1,19.3525,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,1780.41,1.5,1778.91,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,619
T0009580,C00209,2026-01-01 23:17:12,5157.96,CARD,FAILED,LIMIT_EXCEEDED,2,2.0,0.0,1.0,16.31888888888889,1,NONE,2.0,2.0,0.0,1743.885,0.0,2.9577409060803896,1.0,1,16.31888888888889,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5311,2739.62,1.5,2738.12,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,278
T0029675,C00645,2026-01-01 23:17:35,1395.19,CARD,FAILED,INSUFFICIENT_FUNDS,2,2.0,0.0,1.0,7.425833333333333,1,NONE,2.0,2.0,0.0,1290.605,0.0,1.0810356383246618,1.0,1,7.425833333333333,-1.0,1.0,80.96,14.43,0.7377,DELAYED_RETRY,0.5599,781.19,1.0,780.19,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1630
T0015672,C00346,2026-01-01 23:21:19,692.48,UPI,FAILED,INSUFFICIENT_FUNDS,5,5.0,0.0,1.0,0.1841666666666666,1,NONE,5.0,5.0,0.0,1629.374,0.0,0.4249975757560879,1.0,1,0.1841666666666666,-1.0,1.0,82.41,21.07,0.7493,DELAYED_RETRY,0.5687,393.83,1.0,392.83,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2369
T0024132,C00530,2026-01-01 23:23:30,1466.37,NETBANKING,FAILED,BANK_DECLINE,0,39.0,1.0,0.975,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,69.25,10.0,0.6428,RETRY_NOW,0.4628,678.66,1.5,677.16,strong historical payment reliability; low recent failure rate,MEDIUM,1816
T0027780,C00608,2026-01-01 23:23:51,1916.91,UPI,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,10.109444444444444,1,NONE,1.0,1.0,0.0,1293.53,0.0,1.4819215634735956,1.0,1,10.109444444444444,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,1134.31,1.5,1132.81,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1153
T0000864,C00019,2026-01-01 23:46:13,7259.32,CARD,FAILED,LIMIT_EXCEEDED,2,2.0,0.0,1.0,4.524722222222223,1,NONE,2.0,2.0,0.0,2386.005,0.0,3.0424579998784576,1.0,1,4.524722222222223,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5311,3855.74,1.5,3854.24,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,129
T0008926,C00193,2026-01-02 00:12:13,1256.88,UPI,FAILED,INSUFFICIENT_FUNDS,2,1.0,1.0,0.5,4.2775,0,BANK_DECLINE,2.0,1.0,1.0,845.5250000000001,0.5,1.4865083823659857,1.0,2,17.98,4.2775,1.0,30.96,24.43,0.2527,DELAYED_RETRY,0.1918,241.07,1.0,240.07,weak historical payment reliability; elevated recent failure rate; repeated consecutive failures,LOW,2693
T0003559,C00080,2026-01-02 01:12:51,648.28,CARD,FAILED,BANK_DECLINE,5,5.0,0.0,1.0,3.038055555555556,1,NONE,5.0,5.0,0.0,7301.436,0.0,0.0887880137551024,1.0,1,3.038055555555556,-1.0,1.0,82.41,21.07,0.7493,RETRY_NOW,0.5395,349.74,1.5,348.24,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2484
T0045000,C00982,2026-01-02 01:17:53,2546.95,CARD,FAILED,LIMIT_EXCEEDED,1,1.0,0.0,1.0,24.749166666666667,1,NONE,1.0,1.0,0.0,3983.36,0.0,0.6393973931555269,1.0,1,24.749166666666667,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,1345.65,1.5,1344.15,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,950
T0014082,C00309,2026-01-02 01:29:50,5834.1,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,21.16722222222222,1,NONE,1.0,1.0,0.0,394.9,0.0,14.773613573056473,1.0,1,21.16722222222222,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,3082.37,1.5,3080.87,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,213
T0045022,C00982,2026-01-02 01:34:48,2962.13,CARD,FAILED,BANK_DECLINE,2,1.0,1.0,0.5,0.2819444444444444,0,LIMIT_EXCEEDED,2.0,1.0,1.0,3265.155,0.5,0.9071942985861317,1.0,2,25.031111111111112,0.2819444444444444,1.0,30.96,24.43,0.2527,RETRY_NOW,0.1819,538.94,1.5,537.44,weak historical payment reliability; elevated recent failure rate; repeated consecutive failures,MEDIUM,2085
T0027953,C00612,2026-01-02 01:35:34,2704.86,CARD,FAILED,BANK_DECLINE,3,3.0,0.0,1.0,1.544166666666667,1,NONE,3.0,3.0,0.0,1144.8733333333332,0.0,2.3625845071652765,1.0,1,1.544166666666667,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,1444.27,1.5,1442.77,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,863
T0038409,C00836,2026-01-02 01:47:36,1553.27,NETBANKING,FAILED,NETWORK_ERROR,4,4.0,0.0,1.0,10.006666666666666,1,NONE,4.0,4.0,0.0,2723.4075000000003,0.0,0.5703406486175866,1.0,1,10.006666666666666,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.6011,933.66,1.5,932.16,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1406
T0010540,C00229,2026-01-02 01:51:58,3025.42,WALLET,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,16.27888888888889,1,NONE,1.0,1.0,0.0,348.95,0.0,8.67006734489182,1.0,1,16.27888888888889,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,1598.44,1.5,1596.94,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,744
T0018487,C00407,2026-01-02 02:18:17,2827.92,CARD,FAILED,PAYMENT_TIMEOUT,0,34.0,1.0,0.9714285714285714,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,69.14,10.0,0.6417,RETRY_NOW,0.5175,1463.35,1.5,1461.85,strong historical payment reliability; low recent failure rate,HIGH,848
T0027279,C00597,2026-01-02 02:25:03,923.36,UPI,FAILED,NETWORK_ERROR,3,3.0,0.0,1.0,0.8591666666666666,1,NONE,3.0,3.0,0.0,2341.9533333333334,0.0,0.3942691713185289,1.0,1,0.8591666666666666,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.598,552.19,1.5,550.69,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2064
T0027757,C00607,2026-01-02 02:32:38,1807.97,CARD,FAILED,LIMIT_EXCEEDED,2,2.0,0.0,1.0,14.195555555555556,1,NONE,2.0,2.0,0.0,2238.025,0.0,0.8078417354587192,1.0,1,14.195555555555556,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5311,960.29,1.5,958.79,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1367
T0016502,C00361,2026-01-02 02:58:49,492.75,UPI,FAILED,BANK_DECLINE,2,1.0,1.0,0.5,9.426388888888887,1,NONE,2.0,1.0,1.0,3286.775,0.5,0.1499189935423021,1.0,1,9.426388888888887,11.194166666666666,1.0,55.96,24.43,0.5127,RETRY_NOW,0.3691,181.9,1.5,180.4,weak historical payment reliability; elevated recent failure rate; previous payment succeeded,LOW,2793
T0002482,C00057,2026-01-02 03:06:42,1688.72,UPI,FAILED,INSUFFICIENT_FUNDS,1,1.0,0.0,1.0,16.75027777777778,1,NONE,1.0,1.0,0.0,983.12,0.0,1.717715029701359,1.0,1,16.75027777777778,-1.0,1.0,80.48,12.21,0.7338,DELAYED_RETRY,0.557,940.54,1.0,939.54,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1390
T0042574,C00931,2026-01-02 03:12:34,6715.02,CARD,FAILED,INSUFFICIENT_FUNDS,0,38.0,3.0,0.926829268292683,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,67.8,10.0,0.6287,DELAYED_RETRY,0.4772,3204.3,1.0,3203.3,strong historical payment reliability; low recent failure rate,HIGH,191
T0004048,C00089,2026-01-02 03:23:08,1601.58,UPI,FAILED,NETWORK_ERROR,3,1.0,2.0,0.3333333333333333,4.128055555555555,1,NONE,3.0,1.0,2.0,1567.8733333333332,0.6666666666666666,1.0214983353247074,1.0,1,4.128055555555555,13.329444444444444,1.0,48.11,23.31,0.4415,RETRY_NOW,0.356,570.2,1.5,568.7,weak historical payment reliability; elevated recent failure rate; previous payment succeeded,MEDIUM,2024
T0005996,C00132,2026-01-02 03:29:25,1708.63,UPI,FAILED,INSUFFICIENT_FUNDS,1,1.0,0.0,1.0,10.38111111111111,1,NONE,1.0,1.0,0.0,3797.75,0.0,0.4499058653149891,1.0,1,10.38111111111111,-1.0,1.0,80.48,12.21,0.7338,DELAYED_RETRY,0.557,951.63,1.0,950.63,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1377
T0006819,C00149,2026-01-02 03:33:07,1112.44,CARD,FAILED,INSUFFICIENT_FUNDS,1,1.0,0.0,1.0,13.054444444444444,1,NONE,1.0,1.0,0.0,1701.38,0.0,0.6538457017244824,1.0,1,13.054444444444444,-1.0,1.0,80.48,12.21,0.7338,DELAYED_RETRY,0.557,619.58,1.0,618.58,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1937
T0039628,C00863,2026-01-02 03:48:54,1642.36,UPI,FAILED,NETWORK_ERROR,2,2.0,0.0,1.0,1.3225,1,NONE,2.0,2.0,0.0,4802.97,0.0,0.3419467537794323,1.0,1,1.3225,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5949,977.01,1.5,975.51,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1344
T0023067,C00507,2026-01-02 03:50:05,455.29,NETBANKING,FAILED,LIMIT_EXCEEDED,1,1.0,0.0,1.0,1.0958333333333334,1,NONE,1.0,1.0,0.0,2581.24,0.0,0.1763842184376501,1.0,1,1.0958333333333334,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,240.55,1.5,239.05,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2696
T0006788,C00148,2026-01-02 03:54:23,2840.78,UPI,FAILED,BANK_DECLINE,0,34.0,2.0,0.9444444444444444,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,68.33,10.0,0.6339,RETRY_NOW,0.4564,1296.55,1.5,1295.05,strong historical payment reliability; low recent failure rate,HIGH,985
T0002808,C00066,2026-01-02 03:56:39,1575.39,UPI,FAILED,NETWORK_ERROR,2,2.0,0.0,1.0,23.47833333333333,1,NONE,2.0,2.0,0.0,660.0150000000001,0.0,2.3869002977205063,1.0,1,23.47833333333333,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5949,937.17,1.5,935.67,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1398
T0034506,C00749,2026-01-02 04:29:07,2750.81,CARD,FAILED,INSUFFICIENT_FUNDS,0,29.0,1.0,0.9666666666666668,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,69.0,10.0,0.6403,DELAYED_RETRY,0.486,1336.86,1.0,1335.86,strong historical payment reliability; low recent failure rate,HIGH,958
T0002887,C00068,2026-01-02 04:52:57,846.93,CARD,FAILED,INSUFFICIENT_FUNDS,3,2.0,1.0,0.6666666666666666,6.568611111111111,0,INSUFFICIENT_FUNDS,3.0,2.0,1.0,1692.18,0.3333333333333333,0.5004964010920824,1.0,2,13.330555555555556,6.568611111111111,1.0,39.78,23.31,0.3316,DELAYED_RETRY,0.2517,213.16,1.0,212.16,weak historical payment reliability; elevated recent failure rate; repeated consecutive failures,LOW,2750
T0017735,C00389,2026-01-02 05:10:17,5331.68,CARD,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,16.73611111111111,1,NONE,1.0,1.0,0.0,2241.86,0.0,2.378239497560062,1.0,1,16.73611111111111,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,2816.92,1.5,2815.42,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,265
T0036919,C00802,2026-01-02 05:15:18,1367.36,CARD,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,14.072777777777778,1,NONE,1.0,1.0,0.0,1039.59,0.0,1.3152877576736983,1.0,1,14.072777777777778,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,809.12,1.5,807.62,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1584
T0033529,C00728,2026-01-02 05:16:48,6626.19,UPI,FAILED,PAYMENT_TIMEOUT,2,2.0,0.0,1.0,1.3719444444444444,1,NONE,2.0,2.0,0.0,2611.0,0.0,2.5377977786288777,1.0,1,1.3719444444444444,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5949,3941.8,1.5,3940.3,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,120
T0008425,C00182,2026-01-02 05:26:44,2142.01,UPI,FAILED,PAYMENT_TIMEOUT,1,1.0,0.0,1.0,21.907222222222224,1,NONE,1.0,1.0,0.0,3077.32,0.0,0.6960634578139421,1.0,1,21.907222222222224,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,1267.51,1.5,1266.01,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1017
T0005838,C00129,2026-01-02 05:35:00,2938.65,UPI,FAILED,NETWORK_ERROR,2,2.0,0.0,1.0,0.0872222222222222,1,NONE,2.0,2.0,0.0,752.1200000000001,0.0,3.907155773014944,1.0,1,0.0872222222222222,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5949,1748.15,1.5,1746.65,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,643
