fields,field_count,source_unique_keys,target_unique_keys,shared_keys,deterministic_matches,ambiguous_matches,source_coverage,target_coverage,source_unique_rows,target_unique_rows,dataset,dataset_rows,direct_transaction_overlap
customer_id + historical_success_count + historical_failure_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
customer_id + historical_success_count + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
customer_id + historical_failure_count + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
customer_id + historical_failure_count + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
customer_id + historical_failure_count + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
customer_id + historical_failure_count + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
timestamp + amount + historical_transaction_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
timestamp + amount + historical_success_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
timestamp + amount + historical_failure_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
timestamp + amount + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
timestamp + amount + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
timestamp + amount + previous_failure_reason,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
timestamp + amount + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
timestamp + amount + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
timestamp + amount + failed_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
timestamp + amount + failure_rate_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_transaction_count + historical_success_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_transaction_count + historical_failure_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_transaction_count + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_transaction_count + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_transaction_count + previous_failure_reason,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_transaction_count + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_transaction_count + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_transaction_count + failed_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_transaction_count + failure_rate_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_count + historical_failure_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_count + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_count + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_count + previous_failure_reason,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_count + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_count + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_count + failed_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_count + failure_rate_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_failure_count + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_failure_count + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_failure_count + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_failure_count + failure_rate_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_rate + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_rate + previous_failure_reason,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_rate + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_rate + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_rate + failed_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_rate + failure_rate_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_context.csv,2904,2904
customer_id + timestamp + amount,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + historical_transaction_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + historical_success_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + historical_failure_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + hours_since_previous_transaction,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + previous_failure_reason,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + failed_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + timestamp + failure_rate_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + historical_transaction_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + historical_success_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + historical_failure_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + hours_since_previous_transaction,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + previous_failure_reason,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + failed_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + amount + failure_rate_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_transaction_count + historical_success_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_transaction_count + historical_failure_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_transaction_count + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_transaction_count + hours_since_previous_transaction,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_transaction_count + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_transaction_count + previous_failure_reason,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_transaction_count + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_transaction_count + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_transaction_count + failed_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_transaction_count + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_transaction_count + failure_rate_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_success_count + historical_failure_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_success_count + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_success_count + hours_since_previous_transaction,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_success_count + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_failure_count + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_failure_count + hours_since_previous_transaction,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_failure_count + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_failure_count + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_failure_count + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_failure_count + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_success_rate + hours_since_previous_transaction,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + historical_success_rate + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + hours_since_previous_transaction + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + hours_since_previous_transaction + previous_failure_reason,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + hours_since_previous_transaction + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + hours_since_previous_transaction + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + hours_since_previous_transaction + failed_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + hours_since_previous_transaction + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + hours_since_previous_transaction + failure_rate_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + previous_transaction_success + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + previous_failure_reason + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + transactions_last_7d + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + successful_payments_last_7d + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + failed_payments_last_7d + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
customer_id + avg_amount_last_7d + failure_rate_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + historical_transaction_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + historical_success_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + historical_failure_count,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + historical_success_rate,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + hours_since_previous_transaction,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + previous_failure_reason,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + failed_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + amount + failure_rate_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + historical_transaction_count + hours_since_previous_transaction,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + historical_transaction_count + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + historical_success_count + hours_since_previous_transaction,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + historical_success_count + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + historical_failure_count + hours_since_previous_transaction,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + historical_failure_count + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + historical_success_rate + hours_since_previous_transaction,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + historical_success_rate + avg_amount_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + hours_since_previous_transaction + previous_transaction_success,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + hours_since_previous_transaction + previous_failure_reason,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + hours_since_previous_transaction + transactions_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + hours_since_previous_transaction + successful_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
timestamp + hours_since_previous_transaction + failed_payments_last_7d,3,2904,2904,2904,2904,0,1.0,1.0,2904,2904,recovery_opportunities.csv,2904,2904
